date,text,verdict
April 17 2017,"""When public schools face increased competition, they get better and kids learn more."" ",3
February 18 2016,"""Barack Obama will somehow manage to add more than $8 trillion to the national debt, which is more debt than the 43 presidents who held office before him compiled together.""",1
February 10 2016,"""My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.""",1
February 4 2016,"""90 percent of all pain medications are prescribed in the United States.""",1
February 2 2016,"The debt ""comes up all the time in town meetings ... but it's never asked in the debates. It's really weird. It hasn't been brought up.""",4
January 15 2016,"""In Houston, Texas, today, there are no homeless veterans."" ",3
January 14 2016,"Says Hillary Clinton ""is under investigation with the FBI right now.""",2
January 13 2016,"""As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.""",2
December 15 2015,"""Two months ago, Donald Trump said that ISIS was not our fight.""",1
December 10 2015,"""Up until recently, 75 percent of all the sorties that left the base came back without dropping their ordnances, because there was such a concern about making sure that there were no civilian casualties.""",1
December 1 2015,"""It is already in the law that there is a requirement to screen (refugees) for religion.""",1
December 1 2015,"Says there are ""ample means"" to ""tell when someone is a Christian in the Middle East ... by name, by where they’re born, their birth certificates."" ",2
November 25 2015,"For NATO exercises, ""we don’t have enough of our own hardware and equipment even for training purposes. So the Brits are spotting us choppers."" ",1
November 23 2015,Says President Barack Obama did not invite a Republican senator to dine at the White House until his fifth year in office. ,4
November 15 2015,"""It takes almost a year for a refugee to be processed in the United States.""",1
November 5 2015,"""My plan actually gives the middle class the greatest break: $2,000 per family.""",3
November 1 2015,"""If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that they've sponsored."" ",1
October 30 2015,"""If you're born poor, you're more likely to stay poor than any time in American history.""",2
October 30 2015,"""In Florida, we have the lowest in-state tuition of any state."" ",3
October 27 2015,"""The federal government owns about half of the West, yet it continues to acquire more land.""",1
October 26 2015,"""The top 1 percent pay 45 percent of all taxes in the country."" ",2
October 2 2015,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.""",0
September 27 2015,"The tax policies of George W. Bush ""created a dynamic effect of high growth.""",3
September 16 2015,"""When he (Donald Trump) asked Florida to have casino gambling, we said no.""",1
September 10 2015,"""Florida led the nation in job creation"" while Bush was governor.",2
September 9 2015,"""I cut state spending more than anybody (in the 2016 GOP field).""",2
September 2 2015,"""Trump proposed enacting the largest tax increase in American history."" ",0
August 31 2015,"""I released all my emails.""",3
August 26 2015,"Planned Parenthood is ""not actually doing women’s health issues.""",5
August 26 2015,"""The federal government right now does not deport criminals."" ",4
August 24 2015,"Says Donald Trump ""was a Democrat longer in the last decade than he was a Republican.""",2
August 14 2015,"There has been a 100 percent ""increase in student debt under this Democratic White House.""",2
August 7 2015,"""As governor of Florida I defunded Planned Parenthood.""",0
July 31 2015,"Says in 2002, he ""won more Hispanic votes than Anglo votes, 60 percent in the state.""",1
July 21 2015,"""A law was passed, apparently in the Clinton administration, about whether, in recruiting offices … Marines or other military should be able to have guns. Apparently it is prohibited."" ",3
July 9 2015,"Says his ""average federal tax rate"" was 36 percent. ",2
July 1 2015,"Says his release of 33 years of tax returns is ""more than any presidential candidate in history.""",0
June 23 2015,"""The party in the White House"" is responsible for ""a massive tax increase on the middle class.""",3
June 23 2015,"As a senator, Hillary Clinton ""has her name on three laws in eight years.""",2
June 22 2015,"The Democrats are ""responsible"" for ""the swift, mindless drawdown of a military that was generations in the making.""",3
June 17 2015,"Says Hillary Clinton ""insists that when the progressive agenda encounters religious beliefs to the contrary, those beliefs ‘have to be changed.’ """,2
June 11 2015,"""In Florida, for eight years we cut taxes every year, totaling $19 billion.""",2
June 9 2015,"""We reduced the government workforce by 13,000, 11 percent, during my eight years.""",0
June 4 2015,"""You can fill out your tax return in Estonia online in five minutes.""",0
June 3 2015,"Says that during his eight years as Florida governor, ""we created 1.3 million net new jobs -- more jobs created than Texas.""",1
May 28 2015,"""ISIS didn't exist when my brother was president. Al-Qaida in Iraq was wiped out when my brother was president.""",3
May 28 2015,"""Florida was the only state during my eight years to go from AA to AAA"" in its bond rating.",4
May 26 2015,"Says he was known as ""Veto Corleone"" for cutting spending as Florida governor.",0
May 22 2015,"""One person has been fired"" at the Veterans Administration for withholding services.",3
May 18 2015,"""We had an agreement that the president could have signed that would have kept 10,000 troops"" in Iraq.",3
May 8 2015,"""On my last trip to New Hampshire, I think I met the guy who founded the first and only bank since Dodd-Frank passed, since the financial crisis. One bank in the country.""",3
May 7 2015,"""There are more poor people today as a percentage of our population than the 1970s.""",1
April 21 2015,"""We have an 80 percent graduation rate in high school after spending more per student than any country in the world other than Liechtenstein, I think, or Luxembourg and a couple other small countries.""",0
April 16 2015,"""We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.""",0
April 15 2015,"Florida has the most concealed weapon permits in the nation, ""nearly double that of the second state, which is Texas.""",1
March 31 2015,"""Florida has a law like (Indiana's Religious Freedom Restoration Act).""",2
March 27 2015,"Florida is ""one of the few states that has actually had a narrowing of the achievement gap based on income, or based on race or ethnicity.""",1
March 11 2015,"Eliminating affirmative action in admissions in Florida led to ""more African American and Hispanic kids attending our university system"" than before.",3
February 11 2015,"Hispanic students in Florida perform ""the best"" of any Hispanic population in the United States.",2
February 5 2015,"""Millions of people have given up looking for work altogether.""",1
December 9 2014,"""The pass rate for a high school level test to join the military"" is 35 to 40 percent.",4
December 3 2014,"""Too many"" tattoos ""on visible body parts"" keep some applicants out of the military.",0
November 20 2014,"The Orange County, Florida, school board ""voted to make it impossible for a student to receive a grade below 50.""",1
November 6 2014,"""1/3 of our kids drop out (of high school), cannot go to college or start a career.""",3
November 6 2014,"""Among the developed nations, we are the least economically and socially mobile country in the world.""",0
July 28 2014,"""By some estimates, as few as 2 percent of the 50,000 (Central American) children who have crossed the border illegally this year have been sent home.""",1
May 15 2014,"""U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science.""",1
March 26 2014,"""There are over 100 pipelines between the United States and Canada right now.""",3
March 26 2014,"Florida's revenue ""is growing at a faster rate than almost any state in the country.""",3
December 4 2013,"""Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.""",5
July 10 2013,"Says ""Canada has one-tenth of our population—yet it issues far more high-skilled visas (more than 150,000) yearly than we do (65,000).""",2
June 18 2013,"""Immigrants are more fertile.""",1
March 25 2013,"""Already, a prototype driverless car has traveled more than 300,000 miles in the crowded maze of California streets without a single accident.""",1
March 22 2013,"""Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.""",0
August 30 2012,"""In Massachusetts, Gov. Romney narrowed the gap between students of different races.""",2
August 28 2012,"""If you look at the number of illegal immigrants coming into the country, it is net zero. It's been that way now for almost two years.""",0
January 13 2011,"""A record number of Hispanics were elected to the U.S House of Representatives...""",1
January 3 2011,"""In 1998, nearly half of Florida's fourth-graders were functionally illiterate. Today, 72% of them can read.""",1
November 15 2010,"""Rick Scott got a majority of the Hispanic vote in Florida.""",3
June 14 2010,"Bill McCollum has ""recovered $200 million in Medicaid fraud.""",0
